gene	gene_id	transcript	oe_lof_upper	obs_lof	exp_lof	mu_lof	cds_length	canonical	chr.hg38	gene_start	gene_end	transcript_start	transcript_end	gene_length	transcript_length	ccr_length
ZNF416	ENSG00000083817	ENST00000196489	1.005	1	4.6993	3.359045e-07	1782	1	19	57571566	57578911	57571566	57578911	7346	7346	1772
ZNF671	ENSG00000083814	ENST00000317398	1.881	10	7.7153	7.033995e-07	1602	1	19	57719751	57727624	57719751	57727624	7874	7874	1603
ZNF324	ENSG00000083812	ENST00000196482	0.61	6	19.402	1.9669525e-06	1659	1	19	58467056	58475436	58467080	58475436	8381	8357	0
SLC27A5	ENSG00000083807	ENST00000263093	1.207	24	27.958	2.4061375e-06	2070	1	19	58479512	58512413	58498333	58511992	32902	13660	0
CYLD	ENSG00000083799	ENST00000311559	0.204	4	44.8	3.45988e-06	2868	0	16	50742050	50801935	50742074	50798617	59886	56544	2984
EPYC	ENSG00000083782	ENST00000261172	1.317	11	13.812	1.47947725e-06	966	1	12	90963682	91005026	90963682	91004972	41345	41291	959
OXCT1	ENSG00000083720	ENST00000196371	0.541	10	31.341	2.881335e-06	1560	1	5	41730065	41870425	41730065	41870425	140361	140361	1567
PDS5B	ENSG00000083642	ENST00000315596	0.18	8	80.166	7.46447e-06	4341	1	13	32586452	32778019	32586452	32778019	191568	191568	4341
NUFIP1	ENSG00000083635	ENST00000379161	0.975	15	23.696	1.9240725e-06	1485	1	13	44939249	44989471	44939249	44989471	50223	50223	1354
TDRD3	ENSG00000083544	ENST00000196169	0.655	15	35.24	3.8928675e-06	1953	0	13	60396457	60573878	60396457	60573878	177422	177422	2188
PIBF1	ENSG00000083535	ENST00000326291	0.719	26	50.194	5.244425e-06	2271	1	13	72782133	73016461	72782133	73016461	234329	234329	2268
DIS3	ENSG00000083520	ENST00000377767	1.006	39	50.615	4.7179725e-06	2874	1	13	72752169	72782096	72752169	72781900	29928	29732	2902
ITGAE	ENSG00000083457	ENST00000263087	0.884	40	58.91	4.475265e-06	3537	1	17	3714628	3801188	3714628	3801188	86561	86561	3525
P2RX5	ENSG00000083454	ENST00000225328	1.267	21	23.875	1.970135e-06	1266	1	17	3672199	3696240	3673227	3696155	24042	22929	1293
PLOD1	ENSG00000083444	ENST00000196061	0.938	30	43.366	4.09973e-06	2181	1	1	11934205	11975538	11934717	11975537	41334	40821	2428
ULK2	ENSG00000083290	ENST00000361658	0.584	23	55.79	5.0626875e-06	3108	0	17	19770829	19867936	19770830	19867936	97108	97107	3105
ZCCHC6	ENSG00000083223	ENST00000277141	0.165	2	38.209	6.1363625e-06	2352	0	9	86287733	86354454	86287733	86354410	66722	66678	4494
KAT6A	ENSG00000083168	ENST00000265713	0.069	2	91.569	9.55487e-06	6012	1	8	41929479	42051994	41929479	42051987	122516	122509	6167
BCKDHB	ENSG00000083123	ENST00000320393	1.103	16	22.038	1.9974375e-06	1176	1	6	80106647	80346270	80106671	80346270	239624	239600	1198
DOPEY1	ENSG00000083097	ENST00000237163	0.255	20	113.81	1.10595225e-05	7107	0	6	83067666	83171350	83067666	83168471	103685	100806	7536
PALB2	ENSG00000083093	ENST00000261584	1.006	35	46.121	3.84245e-06	3558	1	16	23603160	23641321	23603165	23641310	38162	38146	3437
TRPM3	ENSG00000083067	ENST00000357533	0.448	27	83.068	7.8870725e-06	5133	0	9	70529060	71446977	70535944	71446977	917918	911034	3470
RNF13	ENSG00000082996	ENST00000344229	0.901	8	16.026	1.12136225e-06	1143	1	3	149812770	149962139	149812770	149962122	149370	149353	789
XPO1	ENSG00000082898	ENST00000401558	0.051	0	58.669	4.9712325e-06	3213	1	2	61476032	61538741	61477849	61538356	62710	60508	3216
ITGB5	ENSG00000082781	ENST00000296181	0.706	18	37.795	3.26223e-06	2397	1	3	124761948	124901418	124761948	124887365	139471	125418	2328
GSK3B	ENSG00000082701	ENST00000264235	0.354	4	25.838	2.8877e-06	1260	1	3	119821321	120094994	119821321	120094447	273674	273127	1302
SEMA5B	ENSG00000082684	ENST00000195173	0.563	22	55.79	5.4432475e-06	3276	0	3	122909082	123028605	122909193	123027812	119524	118620	3645
NFE2L1	ENSG00000082641	ENST00000357480	0.216	2	29.131	3.6406125e-06	2226	0	17	48048329	48061545	48048370	48061479	13217	13110	2316
OPRK1	ENSG00000082556	ENST00000265572	1.311	8	10.993	9.3252275e-07	1140	1	8	53225724	53251637	53225724	53251637	25914	25914	1131
GEMIN5	ENSG00000082516	ENST00000285873	0.748	47	80.085	6.7661625e-06	4524	1	5	154887411	154938211	154887411	154938211	50801	50801	4451
MRPL22	ENSG00000082515	ENST00000265229	1.609	7	7.952	1.62158425e-06	378	0	5	154941073	154969411	154941093	154969411	28339	28319	715
TRAF5	ENSG00000082512	ENST00000261464	1.089	22	28.86	2.4386325e-06	1671	1	1	211326615	211374946	211326833	211374946	48332	48114	1647
SERTAD4	ENSG00000082497	ENST00000367012	0.717	5	14.665	1.49294425e-06	1068	1	1	210232796	210246631	210232796	210246255	13836	13460	1059
KCNK2	ENSG00000082482	ENST00000391895	0.577	5	18.221	1.380535e-06	1266	0	1	215005775	215237090	215005855	215235219	231316	229365	1316
EPB41L3	ENSG00000082397	ENST00000341928	0.477	19	58.457	5.35866e-06	3261	1	18	5392381	5630700	5392386	5543997	238320	151612	3509
CCNT2	ENSG00000082258	ENST00000264157	0.346	5	30.385	2.3883825e-06	2190	1	2	134918235	134959342	134918822	134959342	41108	40521	2244
C5orf22	ENSG00000082213	ENST00000325366	0.769	10	22.053	1.67330825e-06	1326	1	5	31532287	31555053	31532301	31555053	22767	22753	1329
ME2	ENSG00000082212	ENST00000321341	1.063	27	35.035	3.6654025e-06	1752	1	18	50879080	50954257	50879118	50954257	75178	75140	1739
C1QTNF3	ENSG00000082196	ENST00000231338	1.354	11	13.432	1.44125375e-06	738	0	5	34017858	34043213	34019453	34043213	25356	23761	951
PGR	ENSG00000082175	ENST00000263463	0.455	7	28.899	2.7676025e-06	2493	0	11	101029624	101129813	101039116	101129070	100190	89955	2670
BZW1	ENSG00000082153	ENST00000359893	0.59	1	8.0337	1.69108e-06	404	0	2	200810594	200827338	200818326	200822550	16745	4225	469
STRADB	ENSG00000082146	ENST00000194530	0.689	9	22.807	1.76545e-06	1254	1	2	201387858	201480846	201451740	201480846	92989	29107	1277
MPP4	ENSG00000082126	ENST00000315506	1.029	27	36.197	3.3990775e-06	1779	0	2	201644870	201698694	201644870	201698694	53825	53825	1992
FYB	ENSG00000082074	ENST00000351578	0.433	8	33.306	3.0351e-06	2349	0	5	39105252	39274528	39105252	39219563	169277	114312	2512
WDR70	ENSG00000082068	ENST00000265107	0.757	21	39.962	3.661215e-06	1962	1	5	37379285	37753435	37379318	37753435	374151	374118	1712
SMARCD3	ENSG00000082014	ENST00000262188	0.466	5	22.565	1.68103e-06	1449	1	7	151238764	151277896	151238780	151248694	39133	9915	1238
IL12RB2	ENSG00000081985	ENST00000262345	0.707	22	44.439	3.7849975e-06	2586	1	1	67307364	67398724	67307364	67396900	91361	89537	2631
PHLPP1	ENSG00000081913	ENST00000262719	0.257	8	56.136	5.0978625e-06	5151	1	18	62715541	62980433	62715541	62980433	264893	264893	3912
HSPB11	ENSG00000081870	ENST00000194214	1.347	5	7.7559	5.4851225e-07	432	1	1	53916574	53945699	53921561	53945699	29126	24139	476
PCDHGA2	ENSG00000081853	ENST00000394576	1.266	25	27.573	2.6704525e-06	2796	1	5	141338760	141512975	141338760	141512975	174216	174216	2796
PCDHB4	ENSG00000081818	ENST00000194152	1.374	18	19.419	2.136965e-06	2385	1	5	141121818	141125623	141121818	141125623	3806	3806	1185
CADPS2	ENSG00000081803	ENST00000313070	0.382	17	66.801	6.0040375e-06	3765	0	7	122318411	122886759	122318425	122886759	568349	568335	3766
SLC13A1	ENSG00000081800	ENST00000194130	1.224	28	31.366	2.6047925e-06	1785	1	7	123113531	123199972	123113531	123199969	86442	86439	1794
KIAA0141	ENSG00000081791	ENST00000194118	1.267	27	29.39	2.50312e-06	1545	0	5	141923855	141942047	141923855	141940120	18193	16266	1547
DUSP12	ENSG00000081721	ENST00000367943	0.894	9	17.575	1.5836455e-06	1020	1	1	161749758	161757238	161749786	161757238	7481	7453	1019
ZNF510	ENSG00000081386	ENST00000223428	0.947	15	24.395	2.02474e-06	2049	1	9	96754553	96778129	96754553	96778087	23577	23535	0
STK17B	ENSG00000081320	ENST00000263955	0.715	6	16.572	1.519359e-06	1116	1	2	196133583	196176503	196133583	196171578	42921	37996	1120
UBA5	ENSG00000081307	ENST00000264991	0.693	8	20.842	2.1069825e-06	1044	0	3	132654446	132679794	132654446	132678097	25349	23652	836
PKP1	ENSG00000081277	ENST00000263946	0.563	12	34.554	2.8962425e-06	2241	1	1	201283452	201332993	201283452	201332993	49542	49542	2241
CACNA1S	ENSG00000081248	ENST00000362061	0.521	36	91.311	7.9453625e-06	5619	1	1	201039512	201112451	201039512	201112426	72940	72915	5615
PTPRC	ENSG00000081237	ENST00000348564	0.163	5	64.683	5.800525e-06	3435	0	1	198638457	198759342	198638968	198759342	120886	120375	4066
MEF2C	ENSG00000081189	ENST00000340208	0.608	7	21.61	2.085375e-06	1449	1	5	88717117	88904257	88718241	88904053	187141	185813	1570
ARG2	ENSG00000081181	ENST00000261783	0.859	9	18.276	1.8275925e-06	1062	1	14	67619920	67651708	67619920	67651708	31789	31789	1060
EXD2	ENSG00000081177	ENST00000312994	1.121	21	26.978	2.4439925e-06	1863	0	14	69191498	69244020	69191766	69244020	52523	52255	1835
PCNP	ENSG00000081154	ENST00000265260	0.502	1	9.4472	9.4612375e-07	534	1	3	101574180	101594465	101574180	101594465	20286	20286	332
IMPG2	ENSG00000081148	ENST00000193391	0.72	30	56.505	4.7712375e-06	3723	1	3	101222546	101320575	101222546	101320575	98030	98030	3675
CDH7	ENSG00000081138	ENST00000323011	0.393	7	33.473	3.1830025e-06	2355	0	18	65750252	65890337	65750252	65880939	140086	130688	2385
OSTM1	ENSG00000081087	ENST00000193322	0.737	6	16.07	1.52785125e-06	1002	1	6	108029245	108165854	108041409	108074741	136610	33333	1004
AFP	ENSG00000081051	ENST00000226359	0.888	21	34.046	2.980495e-06	1866	0	4	73431138	73456174	73436247	73455743	25037	19497	1878
MAGI3	ENSG00000081026	ENST00000307546	0.387	16	62.786	5.5990225e-06	4443	1	1	113390515	113685923	113390515	113685923	295409	295409	4502
RSBN1	ENSG00000081019	ENST00000261441	0.444	9	35.333	3.7488175e-06	2406	1	1	113761832	113812476	113761832	113812476	50645	50645	2403
AP4E1	ENSG00000081014	ENST00000261842	0.431	16	56.345	4.6365675e-06	3411	1	15	50908672	51005895	50908683	51005895	97224	97213	3411
NDC80	ENSG00000080986	ENST00000261597	0.699	18	38.18	3.2362675e-06	1926	1	18	2571557	2616635	2571557	2616635	45079	45079	1927
CFHR2	ENSG00000080910	ENST00000367415	1.818	11	9.2448	6.503355e-07	810	1	1	196943738	196959622	196943738	196959622	15885	15885	383
IGSF9B	ENSG00000080854	ENST00000321016	0.308	11	59.025	6.11174e-06	4047	0	11	133896438	133956968	133919039	133956754	60531	37716	4160
DLGAP4	ENSG00000080845	ENST00000339266	0.24	4	38.15	3.0228725e-06	2976	1	20	36306336	36528637	36306339	36528633	222302	222295	3065
RBL1	ENSG00000080839	ENST00000344359	0.707	26	51.039	4.97542e-06	3042	0	20	36996349	37095997	37003574	37095989	99649	92416	3085
HSP90AA1	ENSG00000080824	ENST00000334701	0.353	7	37.275	3.255195e-06	2562	1	14	102080742	102139699	102081049	102139686	58958	58638	2567
CLDND1	ENSG00000080822	ENST00000341181	0.246	0	12.144	1.4381885e-06	759	1	3	98497912	98523066	98515483	98522902	25155	7420	898
CNOT4	ENSG00000080802	ENST00000315544	0.101	0	29.388	3.030075e-06	1725	0	7	135361795	135510145	135387070	135510127	148351	123058	1728
CHRNA3	ENSG00000080644	ENST00000326828	1.148	13	18.001	1.28541175e-06	1515	1	15	78593052	78621295	78595309	78620996	28244	25688	1422
CPB2	ENSG00000080618	ENST00000181383	1.341	26	26.909	2.4051325e-06	1269	1	13	46053186	46105033	46053186	46105033	51848	51848	1270
KIAA0020	ENSG00000080608	ENST00000397885	1.376	38	36.203	3.0691025e-06	1944	1	9	2720469	2844095	2804152	2844095	123627	39944	1942
SRCAP	ENSG00000080603	ENST00000262518	0.096	6	123.83	1.26350275e-05	9690	1	16	30698209	30741409	30699171	30741409	43201	42239	9647
COL5A3	ENSG00000080573	ENST00000264828	0.605	51	106.52	8.9225575e-06	5235	1	19	9959561	10010504	9959561	10010504	50944	50944	5017
SESN1	ENSG00000080546	ENST00000302071	0.612	6	19.35	2.0054775e-06	1278	0	6	108984309	109094846	108986442	109008988	110538	22547	1375
SMARCA2	ENSG00000080503	ENST00000349721	0.203	11	89.601	8.2582525e-06	4770	1	9	1980290	2193624	2015347	2193620	213335	178274	4761
SLC4A4	ENSG00000080493	ENST00000264485	0.295	8	48.924	3.88198e-06	3237	1	4	71062667	71572087	71187259	71572083	509421	384825	3667
RAB21	ENSG00000080371	ENST00000261263	0.671	4	13.645	1.278762e-06	675	1	12	71754863	71800286	71754863	71800286	45424	45424	627
RIF1	ENSG00000080345	ENST00000243326	0.113	6	105.05	8.62022e-06	7416	1	2	151409883	151508013	151409941	151482172	98131	72232	7450
RFX3	ENSG00000080298	ENST00000302303	0.115	1	41.379	4.166395e-06	2121	0	9	3218297	3526004	3270930	3489487	307708	218558	1396
SCTR	ENSG00000080293	ENST00000019103	1.144	21	26.442	2.1769975e-06	1320	1	2	119439843	119525301	119439843	119524483	85459	84641	1283
EPHA6	ENSG00000080224	ENST00000389672	0.357	10	47.542	4.22033e-06	3390	1	3	96814581	97761532	96814594	97761532	946952	946939	3714
SLC35C2	ENSG00000080189	ENST00000243896	0.873	7	15.058	1.072737e-06	1095	0	20	46345980	46364458	46349528	46364401	18479	14874	1189
DCT	ENSG00000080166	ENST00000377028	1.275	23	25.56	2.72958e-06	1557	1	13	94436811	94479682	94436811	94479682	42872	42872	1657
PTPRH	ENSG00000080031	ENST00000263434	1.148	46	51.244	5.3460975e-06	2811	0	19	55181247	55209506	55181248	55209456	28260	28209	2273
DDX43	ENSG00000080007	ENST00000370336	0.587	15	39.319	3.621015e-06	1944	1	6	73394828	73417566	73394828	73417566	22739	22739	1947
KEAP1	ENSG00000079999	ENST00000171111	0.627	11	29.052	3.2634025e-06	1872	1	19	10486125	10503558	10486125	10503356	17434	17232	1865
RABL2B	ENSG00000079974	ENST00000354869	1.291	8	11.165	8.60213e-07	687	0	22	50767501	50783667	50767506	50783636	16167	16131	0
STX7	ENSG00000079950	ENST00000367937	1.001	10	16.949	1.519225e-06	717	0	6	132445867	132513198	132461714	132513198	67332	51485	720
MOXD1	ENSG00000079931	ENST00000367963	1.453	32	29.583	2.66325e-06	1839	1	6	132296055	132401475	132296055	132401475	105421	105421	1940
RIMS1	ENSG00000079841	ENST00000264839	0.203	11	89.721	1.03888525e-05	4623	0	6	71886550	72403150	71887024	72403143	516601	516120	5143
EPB41L2	ENSG00000079819	ENST00000337057	0.288	8	50.143	4.053165e-06	3015	1	6	130839347	131063322	130839347	131063245	223976	223899	3321
DDX1	ENSG00000079785	ENST00000233084	0.284	7	46.31	3.4030975e-06	2220	1	2	15591178	15634346	15591868	15631101	43169	39234	2202
PGM1	ENSG00000079739	ENST00000371083	1.319	23	24.703	2.3485175e-06	1740	1	1	63593411	63660245	63623093	63660221	66835	37129	1743
LRRC16A	ENSG00000079691	ENST00000329474	0.365	19	76.35	6.88224e-06	4113	1	6	25279078	25620530	25279374	25620530	341453	341157	4244
KIF22	ENSG00000079616	ENST00000160827	0.851	20	34.157	3.35402e-06	1995	1	16	29790727	29805385	29790751	29805384	14659	14634	2022
AFM	ENSG00000079557	ENST00000226355	1.304	29	30.316	2.4004425e-06	1797	1	4	73481745	73504001	73481745	73504001	22257	22257	1781
PAFAH1B3	ENSG00000079462	ENST00000262890	0.975	6	12.144	1.29897925e-06	693	1	19	42297033	42303546	42297035	42302624	6514	5590	694
FDFT1	ENSG00000079459	ENST00000220584	1.575	21	19.14	1.50024725e-06	1251	1	8	11795573	11839395	11802741	11839298	43823	36558	1242
LIPE	ENSG00000079435	ENST00000244289	0.851	24	39.652	3.4580375e-06	3228	1	19	42401497	42427388	42401514	42427388	25892	25875	3223
CIC	ENSG00000079432	ENST00000160740	0.209	5	50.185	4.33825e-06	4818	0	19	42268537	42295797	42284020	42295796	27261	11777	4736
CEACAM1	ENSG00000079385	ENST00000161559	0.709	9	22.139	1.869635e-06	1578	1	19	42507304	42561234	42507306	42528481	53931	21176	1578
CDC14A	ENSG00000079335	ENST00000336454	0.681	15	33.907	3.1535225e-06	1782	1	1	100325629	100520277	100352506	100520277	194649	167772	606
SAR1A	ENSG00000079332	ENST00000373236	0.853	1	5.5539	6.31743e-07	363	0	10	70147289	70170523	70157675	70161915	23235	4241	366
REXO1	ENSG00000079313	ENST00000170168	0.3	6	39.46	3.2000875e-06	3663	1	19	1815248	1848483	1815248	1848483	33236	33236	3218
TNS1	ENSG00000079308	ENST00000171887	0.363	18	73.555	6.8750375e-06	5205	1	2	217799588	218033982	217799789	217944128	234395	144340	5763
MKNK1	ENSG00000079277	ENST00000341183	1.17	17	21.802	2.37448e-06	1041	0	1	46557407	46616843	46557408	46604294	59437	46887	1251
SP140	ENSG00000079263	ENST00000343805	0.538	18	49.626	4.2536625e-06	2421	0	2	230203110	230313215	230225745	230313070	110106	87326	1756
XRCC5	ENSG00000079246	ENST00000392132	0.147	2	42.965	3.8459675e-06	2196	1	2	216107464	216206303	216109348	216206293	98840	96946	2199
SLC1A3	ENSG00000079215	ENST00000265113	0.281	2	22.432	2.4051325e-06	1626	1	5	36596588	36688334	36606606	36688334	91747	81729	1723
OSBPL6	ENSG00000079156	ENST00000190611	0.207	6	57.118	5.0871425e-06	2802	1	2	178194481	178402893	178194512	178402893	208413	208382	3013
THOC1	ENSG00000079134	ENST00000261600	0.23	4	39.763	3.1752975e-06	1971	1	18	214520	268050	214520	268047	53531	53528	2001
CDH17	ENSG00000079112	ENST00000027335	0.963	27	38.683	3.30712e-06	2496	1	8	94127162	94217303	94127162	94208555	90142	81394	2466
CLUL1	ENSG00000079101	ENST00000338387	1.31	18	20.38	1.4468315e-06	1398	0	18	596988	650334	616672	650298	53347	33627	1409
UBE2D4	ENSG00000078967	ENST00000222402	1.474	8	9.7194	6.9172475e-07	441	1	7	43926436	43956136	43926436	43956136	29701	29701	502
TOLLIP	ENSG00000078902	ENST00000263646	0.772	4	11.854	1.0581645e-06	738	0	11	1274371	1309654	1275653	1309654	35284	34002	792
BPIFB2	ENSG00000078898	ENST00000170150	1.286	19	21.686	1.67133175e-06	1374	1	20	33007704	33023703	33007704	33023703	16000	16000	1374
MYH7B	ENSG00000078814	ENST00000262873	0.944	83	105.48	8.9319375e-06	5949	1	20	34955810	35002437	34955868	35002437	46628	46570	5984
SDF4	ENSG00000078808	ENST00000263741	0.962	7	13.672	1.218864e-06	1044	0	1	1216931	1232031	1216931	1232031	15101	15101	1311
TP53INP2	ENSG00000078804	ENST00000374809	0.542	0	5.5175	4.025025e-07	660	0	20	34704339	34713439	34704339	34713439	9101	9101	532
PKD2L2	ENSG00000078795	ENST00000290431	0.99	26	36.459	3.29573e-06	1839	1	5	137887968	137942747	137889469	137940484	54780	51016	1919
ITCH	ENSG00000078747	ENST00000262650	0.218	7	60.349	5.44442e-06	2709	1	20	34363235	34511773	34363312	34511393	148539	148082	2583
BRINP1	ENSG00000078725	ENST00000265922	0.284	4	32.255	2.7233825e-06	2283	1	9	119153458	119369435	119166629	119369435	215978	202807	2327
CBFA2T2	ENSG00000078699	ENST00000342704	0.223	2	28.226	2.6269025e-06	1785	1	20	33490075	33650036	33490096	33650030	159962	159935	1960
PCM1	ENSG00000078674	ENST00000325083	0.577	43	96.149	7.964625e-06	6072	1	8	17922842	18029948	17922988	18029948	107107	106961	6235
VDAC3	ENSG00000078668	ENST00000022615	0.201	0	14.86	1.19729e-06	849	1	8	42391624	42405937	42391880	42405937	14314	14058	858
NRD1	ENSG00000078618	ENST00000352171	0.268	10	63.306	5.0971925e-06	3453	1	1	51789191	51878805	51789210	51878727	89615	89518	3680
FGF20	ENSG00000078579	ENST00000180166	0.539	0	5.553	3.8607075e-07	633	1	8	16992181	17002345	16992181	17002345	10165	10165	483
ADCYAP1R1	ENSG00000078549	ENST00000304166	0.895	19	31.133	3.1143275e-06	1404	1	7	31052308	31111474	31052308	31111474	59167	59167	1572
MLLT10	ENSG00000078403	ENST00000307729	0.182	5	57.656	4.8854725e-06	3204	1	10	21524646	21743630	21534232	21743630	218985	209399	3372
EDN1	ENSG00000078401	ENST00000379375	0.635	2	9.9139	7.011885e-07	636	1	6	12290361	12297194	12290361	12297194	6834	6834	616
HOXA9	ENSG00000078399	ENST00000343483	1.618	7	7.8955	6.37773e-07	816	1	7	27162438	27175180	27162438	27165537	12743	3100	819
GNB1	ENSG00000078369	ENST00000378609	0.145	0	20.611	2.0383075e-06	1020	1	1	1785285	1892292	1785286	1891087	107008	105802	1023
RBFOX1	ENSG00000078328	ENST00000311745	0.336	4	27.213	2.6630825e-06	1254	1	16	5239802	7713340	7332750	7712504	2473539	379755	1448
PPP2R5C	ENSG00000078304	ENST00000328724	0.096	0	30.892	2.716515e-06	1620	0	14	101761709	101927989	101761885	101927685	166281	165801	2391
ADCY2	ENSG00000078295	ENST00000338316	0.261	8	55.233	4.4744275e-06	3273	1	5	7396138	7830081	7396138	7830081	433944	433944	3414
SYNJ2	ENSG00000078269	ENST00000355585	0.691	32	62.18	5.0094225e-06	4488	1	6	157981863	158099176	157981863	158099176	117314	117314	4538
TULP3	ENSG00000078246	ENST00000397132	0.879	13	23.511	2.27063e-06	1503	1	12	2877223	2941138	2890907	2941130	63916	50224	1606
C12orf5	ENSG00000078237	ENST00000179259	0.545	1	8.7085	6.1403825e-07	810	1	12	4307763	4360028	4321213	4360028	52266	38816	813
N4BP2	ENSG00000078177	ENST00000261435	0.606	29	65.232	4.93589e-06	5310	1	4	40056797	40158252	40056850	40158252	101456	101403	5298
PIK3C3	ENSG00000078142	ENST00000262039	0.666	26	54.166	4.49369e-06	2661	1	18	41955234	42087830	41955234	42087830	132597	132597	2764
UBE2K	ENSG00000078140	ENST00000261427	0.231	0	12.968	1.03017525e-06	600	1	4	39698109	39782792	39698136	39782792	84684	84657	603
NEBL	ENSG00000078114	ENST00000377122	1.139	58	63.383	5.9507725e-06	3042	1	10	20779973	21293011	20779973	20897311	513039	117339	3020
FAP	ENSG00000078098	ENST00000188790	1.1	47	54.476	4.2653875e-06	2280	1	2	162170684	162245151	162170684	162243445	74468	72762	2280
LAMP3	ENSG00000078081	ENST00000265598	0.962	8	15.001	1.2123985e-06	1248	1	3	183122215	183163839	183122215	183162734	41625	40520	1246
MCCC1	ENSG00000078070	ENST00000265594	0.902	24	37.434	2.92723e-06	2175	1	3	183015218	183116075	183015218	183099496	100858	84279	2154
